,id,alias,name,is_closed,review_count,rating,distance,Category,Latitude,Longitude,zip_code,Review
71,mwsf9pEjL3YKAz-Q_2peyw,wagamama-bristol,Wagamama,FALSE,38,3.5,1476.868129,"['Japanese', 'Asian Fusion']",51.456491,-2.607197,BS8 1QL,course authentic wagamama expanded japanese menu include couple thai korean dishes plus salads came late lunch
72,uYwChlnbjz6IWTYnfUJDyg,paco-tapas-bristol,Paco Tapas,FALSE,5,4.8,1627.539118,"['Spanish', 'Tapas Bars']",51.4413969,-2.5228642,,great tapas place try iberico pork chop great atmosphere cool place dinner chill
72,uYwChlnbjz6IWTYnfUJDyg,paco-tapas-bristol,Paco Tapas,FALSE,5,4.8,1627.539118,"['Spanish', 'Tapas Bars']",51.4413969,-2.5228642,,michelin started tapas spot near water 'll start saying 'm sure tapas genre food enjoy quality dishes
72,uYwChlnbjz6IWTYnfUJDyg,paco-tapas-bristol,Paco Tapas,FALSE,5,4.8,1627.539118,"['Spanish', 'Tapas Bars']",51.4413969,-2.5228642,,live city 10 years though long time ago bristol vibrant city many fantastic restaurants paco tapas
73,jArIuyQ9iKeNtrRnVahpag,the-mall-clifton,The Mall,FALSE,16,4,2428.290652,"['Pubs', 'British']",51.45590558,-2.621269226,BS8 3,excellent pub first rate food fish chips full menu great beer selection dozen beers ciders draught spacious
73,jArIuyQ9iKeNtrRnVahpag,the-mall-clifton,The Mall,FALSE,16,4,2428.290652,"['Pubs', 'British']",51.45590558,-2.621269226,BS8 3,amazing good spirits food thank y'all experience yankee spending time eating speaking locals pets cheers wait staff
73,jArIuyQ9iKeNtrRnVahpag,the-mall-clifton,The Mall,FALSE,16,4,2428.290652,"['Pubs', 'British']",51.45590558,-2.621269226,BS8 3,next downs area parkland close clifton suspension bridge begins pub unassuming place relief
74,C_zx659VwC7AfOMN6HPTnA,ganesha-bristol,Ganesha,FALSE,20,4.3,1942.413374,"['Indian', 'Fast Food']",51.4442368,-2.5930716,BS3 4HS,excellent indian food indeed top 3 ever gauri extremely helpful recommending dishes wish could eat 4x amount could
74,C_zx659VwC7AfOMN6HPTnA,ganesha-bristol,Ganesha,FALSE,20,4.3,1942.413374,"['Indian', 'Fast Food']",51.4442368,-2.5930716,BS3 4HS,'m going rave little previous reviewer absolutely loved best indian food delightful prices nearly good
74,C_zx659VwC7AfOMN6HPTnA,ganesha-bristol,Ganesha,FALSE,20,4.3,1942.413374,"['Indian', 'Fast Food']",51.4442368,-2.5930716,BS3 4HS,ganesha something quite different perhaps even daring serving authentic indian cuisine unlike 'll find indian
75,AKywu_Ebu0yqI2k66sXq4w,pony-and-trap-bristol,Pony & Trap,FALSE,11,4.8,12392.8103,"['Pubs', 'Bistros']",51.34984734,-2.593312401,BS40 8TQ,cottage-like pub true jewel located beautiful outskirts bristol stunning views greenery around could almost hear
75,AKywu_Ebu0yqI2k66sXq4w,pony-and-trap-bristol,Pony & Trap,FALSE,11,4.8,12392.8103,"['Pubs', 'Bistros']",51.34984734,-2.593312401,BS40 8TQ,another fantastic experience pony trap pony trap number times large group friends number
75,AKywu_Ebu0yqI2k66sXq4w,pony-and-trap-bristol,Pony & Trap,FALSE,11,4.8,12392.8103,"['Pubs', 'Bistros']",51.34984734,-2.593312401,BS40 8TQ,pony trap hidden gem outskirts bristol run brother sister shiny michelin star well deserved
76,2BkVhqthCO6hTvhmrAlRHg,a-cappella-bristol,A Cappella,FALSE,17,4.3,2580.270704,"['Pizza', 'Coffee & Tea', 'Italian']",51.43977016,-2.573133478,BS4 2AL,really nice little restaurant sitting knowle wells road used boccacina run people also boca bar
76,2BkVhqthCO6hTvhmrAlRHg,a-cappella-bristol,A Cappella,FALSE,17,4.3,2580.270704,"['Pizza', 'Coffee & Tea', 'Italian']",51.43977016,-2.573133478,BS4 2AL,love seeing little places like pop along wells road giving area vibrant up-and-coming feel cosy little bring-your-own
76,2BkVhqthCO6hTvhmrAlRHg,a-cappella-bristol,A Cappella,FALSE,17,4.3,2580.270704,"['Pizza', 'Coffee & Tea', 'Italian']",51.43977016,-2.573133478,BS4 2AL,particular stretch well road much terms daytime restbite stop acapella greys probabley serve best two options
77,ZmP0GFKkOVn4I47-_Am5oA,the-clifton-bristol,The Clifton,FALSE,19,4,2263.811126,"['Pubs', 'Gastropubs']",51.4540405,-2.6178793,BS8 4HG,pub brilliant selection drinks huge range whiskies try talisker glenlivet rums local guest ale
77,ZmP0GFKkOVn4I47-_Am5oA,the-clifton-bristol,The Clifton,FALSE,19,4,2263.811126,"['Pubs', 'Gastropubs']",51.4540405,-2.6178793,BS8 4HG,deepest darkest poshest clifton clifton pub overpriced smartly decorated would expect name
77,ZmP0GFKkOVn4I47-_Am5oA,the-clifton-bristol,The Clifton,FALSE,19,4,2263.811126,"['Pubs', 'Gastropubs']",51.4540405,-2.6178793,BS8 4HG,may little bit poncy though exactly uncommon part town definitely one best pubs well bars clifton
78,GXXw116dXOSBIDC_LlvFjQ,the-penny-clifton,The Penny,FALSE,11,4.1,1563.930137,"['Pubs', 'British']",51.46438024,-2.609283686,BS8 2PB,proper pub one watching rugby drinking warm pint guinness ideal great little seating area outside perfectly
78,GXXw116dXOSBIDC_LlvFjQ,the-penny-clifton,The Penny,FALSE,11,4.1,1563.930137,"['Pubs', 'British']",51.46438024,-2.609283686,BS8 2PB,loads 'd say many bars part whiteladies road pub sort places drink standing shout get
78,GXXw116dXOSBIDC_LlvFjQ,the-penny-clifton,The Penny,FALSE,11,4.1,1563.930137,"['Pubs', 'British']",51.46438024,-2.609283686,BS8 2PB,certainly shortage pubs bars whiteladies road certainly many pubby pubs one would like see
79,OSViXUyr4YjnJ2jq7g3I2w,racks-bar-and-kitchen-clifton,Racks Bar & Kitchen,FALSE,21,3.7,1657.657896,"['British', 'Venues & Event Spaces', 'Sports Bars']",51.45881584,-2.610889656,BS8 1LX,food service atmosphere great staff friendly smiley really good
79,OSViXUyr4YjnJ2jq7g3I2w,racks-bar-and-kitchen-clifton,Racks Bar & Kitchen,FALSE,21,3.7,1657.657896,"['British', 'Venues & Event Spaces', 'Sports Bars']",51.45881584,-2.610889656,BS8 1LX,racks high end wine bar st pauls road heart clifton village bottom whiteladies road quite posh place expect
79,OSViXUyr4YjnJ2jq7g3I2w,racks-bar-and-kitchen-clifton,Racks Bar & Kitchen,FALSE,21,3.7,1657.657896,"['British', 'Venues & Event Spaces', 'Sports Bars']",51.45881584,-2.610889656,BS8 1LX,bit shame pub overpriced full toffs cosy looks inviting well placed whiteladies clifton
80,dmLtW2V47aTZttePuJCJHQ,source-bristol,Source,FALSE,6,4.8,911.9646808,['Cafes'],51.45400268,-2.593486905,BS1 1JW,smaller deli shop centre town big sister near airport main reason venturing advertisement
80,dmLtW2V47aTZttePuJCJHQ,source-bristol,Source,FALSE,6,4.8,911.9646808,['Cafes'],51.45400268,-2.593486905,BS1 1JW,source suggest stop immediately get delicatessen pricey amazing freshly
80,dmLtW2V47aTZttePuJCJHQ,source-bristol,Source,FALSE,6,4.8,911.9646808,['Cafes'],51.45400268,-2.593486905,BS1 1JW,slightly avant-garde name quite sure expect taste pleasant surprise turned high-end restaurant
81,1YALm-TQuFZshYV1MjaVeg,falafel-king-bristol-2,Falafel King,FALSE,17,3.8,1530.884785,"['Middle Eastern', 'Vegetarian', 'Falafel']",51.464477,-2.608757,BS6 6LF,wow place upstairs looks like normal cafe walking downstairs like transported another country done
81,1YALm-TQuFZshYV1MjaVeg,falafel-king-bristol-2,Falafel King,FALSE,17,3.8,1530.884785,"['Middle Eastern', 'Vegetarian', 'Falafel']",51.464477,-2.608757,BS6 6LF,would know outside step falafel king cotham hill 're 5 6 steps away one amazing dining
81,1YALm-TQuFZshYV1MjaVeg,falafel-king-bristol-2,Falafel King,FALSE,17,3.8,1530.884785,"['Middle Eastern', 'Vegetarian', 'Falafel']",51.464477,-2.608757,BS6 6LF,taken recommendation girlfriend suggested quick bite eat saturday lunchtime honest 'm glad
82,_t27u-gKFfCl1lOERKmJlw,sergios-bristol,Sergios,FALSE,27,3.6,1227.109591,['Italian'],51.454141,-2.600848,BS1 5NA,everything dinner wonderful welcome sergio food parting shot limoncello house wine bruschetta
82,_t27u-gKFfCl1lOERKmJlw,sergios-bristol,Sergios,FALSE,27,3.6,1227.109591,['Italian'],51.454141,-2.600848,BS1 5NA,group 4 super hangry original dinner plans hatchett pub fell thru came street hostess
82,_t27u-gKFfCl1lOERKmJlw,sergios-bristol,Sergios,FALSE,27,3.6,1227.109591,['Italian'],51.454141,-2.600848,BS1 5NA,literally tucked away underneath park street italian place easy miss winter got hanging baskets full bloom
83,5a4BrQgoX40ZgmmKO-jEvA,el-rincon-bristol,El Rincon,FALSE,7,4.6,2845.562332,"['Spanish', 'Tapas/Small Plates', 'Language Schools']",51.4431657,-2.6163027,BS3 1JU,gorgeous spanish tapas restaurant wifi doubles language academy learn first class spanish aid lovely
83,5a4BrQgoX40ZgmmKO-jEvA,el-rincon-bristol,El Rincon,FALSE,7,4.6,2845.562332,"['Spanish', 'Tapas/Small Plates', 'Language Schools']",51.4431657,-2.6163027,BS3 1JU,front window el rincon remind little restaurant side streets barcelona colours decorations draw eye
83,5a4BrQgoX40ZgmmKO-jEvA,el-rincon-bristol,El Rincon,FALSE,7,4.6,2845.562332,"['Spanish', 'Tapas/Small Plates', 'Language Schools']",51.4431657,-2.6163027,BS3 1JU,el rincon situated north street bedminster hard imagine 're costa del sol el rincon serves delicious spanish tapas
84,MGstAqPqBnbdnoPkmxaLeQ,casa-mexicana-bristol-2,Casa Mexicana,FALSE,24,3.5,1101.5647,['Mexican'],51.469716,-2.595294,BS6 7AH,great independent mexican restaurant always heaving obviously good job times always good
84,MGstAqPqBnbdnoPkmxaLeQ,casa-mexicana-bristol-2,Casa Mexicana,FALSE,24,3.5,1101.5647,['Mexican'],51.469716,-2.595294,BS6 7AH,lot tacos tex mex case mexicana menu full things heard good food brimming flavour warned 're
84,MGstAqPqBnbdnoPkmxaLeQ,casa-mexicana-bristol-2,Casa Mexicana,FALSE,24,3.5,1101.5647,['Mexican'],51.469716,-2.595294,BS6 7AH,casa mexicana one places everyone seems good word whether birthdays romantic meals family gatherings feedback
85,7uo1ySMZjwO0e4YKeFE3oQ,rice-and-things-bristol,Rice & Things,FALSE,8,4.1,418.3862324,['Caribbean'],51.464745,-2.589687,BS6 5RW,visiting bristol united states strong yearning authentic delicious jamaican food scored big time finding rice
85,7uo1ySMZjwO0e4YKeFE3oQ,rice-and-things-bristol,Rice & Things,FALSE,8,4.1,418.3862324,['Caribbean'],51.464745,-2.589687,BS6 5RW,food delicious problem parking new clean air zone chef awesome
85,7uo1ySMZjwO0e4YKeFE3oQ,rice-and-things-bristol,Rice & Things,FALSE,8,4.1,418.3862324,['Caribbean'],51.464745,-2.589687,BS6 5RW,rice things relatively new orignial horaaay restuarant pop mid-way cheltenham road people talk help
86,65qVV1U9QMZJ2hckj2ynNQ,lounge-bristol-2,Lounge,FALSE,26,3.9,2822.048356,"['British', 'Bars', 'Cafes']",51.4411054,-2.6121031,BS3 1JJ,visiting tinto lounge gloucester rd ok visiting original place north st. let coming thursday mid
86,65qVV1U9QMZJ2hckj2ynNQ,lounge-bristol-2,Lounge,FALSE,26,3.9,2822.048356,"['British', 'Bars', 'Cafes']",51.4411054,-2.6121031,BS3 1JJ,best place tried north street food high quality `` gastropub '' style expensive atmosphere nice formal
86,65qVV1U9QMZJ2hckj2ynNQ,lounge-bristol-2,Lounge,FALSE,26,3.9,2822.048356,"['British', 'Bars', 'Cafes']",51.4411054,-2.6121031,BS3 1JJ,lounge kind place looks feels though always seasoned protagonist north street rear guard paved
87,66xHe_O2AnhcBDMpciDsGQ,falafel-king-bristol,Falafel King,FALSE,8,4.6,1170.855845,"['Falafel', 'Bars', 'Kebab']",51.4528386,-2.597477755,BS1 4DJ,mighty king ruling waterfront around decade surveying sees bright green van serving healthy fare
87,66xHe_O2AnhcBDMpciDsGQ,falafel-king-bristol,Falafel King,FALSE,8,4.6,1170.855845,"['Falafel', 'Bars', 'Kebab']",51.4528386,-2.597477755,BS1 4DJ,amazing came twice 24 hours remembered running seminars grab falafel go shopping regular occurrence
87,66xHe_O2AnhcBDMpciDsGQ,falafel-king-bristol,Falafel King,FALSE,8,4.6,1170.855845,"['Falafel', 'Bars', 'Kebab']",51.4528386,-2.597477755,BS1 4DJ,love place tend visit branch cotham hill literally short walk around corner 'd say
88,9YFe2INCM4OtN82kyd5haw,coal-bar-and-grill-bristol,Coal Bar and Grill,FALSE,23,3.3,367.2668147,['Modern European'],51.45853,-2.58449,BS1 3BX,good restaurant sadly friends first dinner go back met friend gloucester given places took 30-45 minutes give
88,9YFe2INCM4OtN82kyd5haw,coal-bar-and-grill-bristol,Coal Bar and Grill,FALSE,23,3.3,367.2668147,['Modern European'],51.45853,-2.58449,BS1 3BX,working bristol fancied grub near hotel went cabot mall thought 'd stop fancied brisket
88,9YFe2INCM4OtN82kyd5haw,coal-bar-and-grill-bristol,Coal Bar and Grill,FALSE,23,3.3,367.2668147,['Modern European'],51.45853,-2.58449,BS1 3BX,excellent food service always definitely worth trying coal ticks two three choices meat meats freshly cooked served
89,bCHrx1jisaoUbZiJoAwTvw,papadeli-bristol,Papadeli,FALSE,10,4.4,1584.92818,"['Delis', 'Modern European']",51.46328453,-2.609920464,BS8 2DJ,papadeli recently revamped clifton deli much product neighbourhood designed usual light white airy style caters
89,bCHrx1jisaoUbZiJoAwTvw,papadeli-bristol,Papadeli,FALSE,10,4.4,1584.92818,"['Delis', 'Modern European']",51.46328453,-2.609920464,BS8 2DJ,papadeli sort delicatessen designed serious foodie shelves shelves everything turn basic dinner
89,bCHrx1jisaoUbZiJoAwTvw,papadeli-bristol,Papadeli,FALSE,10,4.4,1584.92818,"['Delis', 'Modern European']",51.46328453,-2.609920464,BS8 2DJ,papadeli high end delicatessen side street whiteladies road spanning two shop premises got cliftonite vibe 're
90,Bkccbl0a_Jk5yauxgIcHdQ,hare-on-the-hill-bristol,Hare On The Hill,FALSE,10,4.1,410.5588497,"['Pubs', 'British']",51.4635826,-2.5918789,BS2 8LX,bath ales pub situated puff top wheeze nrggg big whooo hill use energy get
90,Bkccbl0a_Jk5yauxgIcHdQ,hare-on-the-hill-bristol,Hare On The Hill,FALSE,10,4.1,410.5588497,"['Pubs', 'British']",51.4635826,-2.5918789,BS2 8LX,great little pub got feel country pub tucked away little corner city good selection beers locally brewed
90,Bkccbl0a_Jk5yauxgIcHdQ,hare-on-the-hill-bristol,Hare On The Hill,FALSE,10,4.1,410.5588497,"['Pubs', 'British']",51.4635826,-2.5918789,BS2 8LX,thinking unlikely place really good pub kinda wedged high rise council blocks kingsdown victorian streets
91,8gDSCkfRPLHbnXCrW0MLzw,the-burger-joint-bristol-4,The Burger Joint,FALSE,14,4.1,1504.955526,['Burgers'],51.4632637,-2.6087584,BS8 2NT,fantastic food burgers every taste flavour mac cheese bit bland personally burgers make spectacular
91,8gDSCkfRPLHbnXCrW0MLzw,the-burger-joint-bristol-4,The Burger Joint,FALSE,14,4.1,1504.955526,['Burgers'],51.4632637,-2.6087584,BS8 2NT,chance town looking great lamb burger look lamb mint medium done cooked perfection together
91,8gDSCkfRPLHbnXCrW0MLzw,the-burger-joint-bristol-4,The Burger Joint,FALSE,14,4.1,1504.955526,['Burgers'],51.4632637,-2.6087584,BS8 2NT,wow would sum place originally booked another burger joint bristol full evening eating boy
92,Pp9L5a_X7SXayGwnPC0nKQ,zizzi-bristol-2,Zizzi,FALSE,9,3.9,288.638376,"['Italian', 'Pizza']",51.458958,-2.585280329,BS1 3BX,came valentines meal film cabot circus stumbled upon italian knew chain never thought pop got
92,Pp9L5a_X7SXayGwnPC0nKQ,zizzi-bristol-2,Zizzi,FALSE,9,3.9,288.638376,"['Italian', 'Pizza']",51.458958,-2.585280329,BS1 3BX,particular branch zizzi actually surprisingly nice place really modern beautifully designed atmosphere great
92,Pp9L5a_X7SXayGwnPC0nKQ,zizzi-bristol-2,Zizzi,FALSE,9,3.9,288.638376,"['Italian', 'Pizza']",51.458958,-2.585280329,BS1 3BX,usually love zizzis last visit left feeling pretty disappointed popped quick lunch whilst child free
93,y-qi9QzAk533Qa7DZ4OEKQ,philpotts-bristol,Philpotts,FALSE,7,4.6,1033.585805,"['Coffee & Tea', 'Sandwiches', 'Desserts']",51.45365258,-2.59590898,BS1 4RT,three philpotts bristol one one used use tucked side road near stanfords road
93,y-qi9QzAk533Qa7DZ4OEKQ,philpotts-bristol,Philpotts,FALSE,7,4.6,1033.585805,"['Coffee & Tea', 'Sandwiches', 'Desserts']",51.45365258,-2.59590898,BS1 4RT,city centre week day lunchtime 'll know bristol shortage sandwich shops competition fierce
93,y-qi9QzAk533Qa7DZ4OEKQ,philpotts-bristol,Philpotts,FALSE,7,4.6,1033.585805,"['Coffee & Tea', 'Sandwiches', 'Desserts']",51.45365258,-2.59590898,BS1 4RT,sandwich bar chain 3 shops bristol say chain quite surprised find quality atmosphere suggests
94,lXm6MKlyoAciWGHek9hqzQ,number-51-stokes-croft,Number 51,FALSE,4,4.5,239.2237002,"['Bars', 'Pizza']",51.462118,-2.5904292,BS1 3QP,great late night venue stokes croft live dj sets dancing stone baked pizzas downstairs dance til hearts content head upstairs
94,lXm6MKlyoAciWGHek9hqzQ,number-51-stokes-croft,Number 51,FALSE,4,4.5,239.2237002,"['Bars', 'Pizza']",51.462118,-2.5904292,BS1 3QP,51 great late night bar increasingly bohemian stokes croft almost 3 parts 51 downstairs bar dance floor areas
94,lXm6MKlyoAciWGHek9hqzQ,number-51-stokes-croft,Number 51,FALSE,4,4.5,239.2237002,"['Bars', 'Pizza']",51.462118,-2.5904292,BS1 3QP,favourite place stokes croft got everything thing want great pizza great music awesome selection booze
95,jEs_IlrklwrHEHnEbuP1Uw,za-za-bazaar-bristol,Za Za Bazaar,FALSE,25,3.6,1441.016953,"['Diners', 'Indian', 'Mexican']",51.4503211,-2.59849452,BS1 5TX,za za bazaar featured one diverse buffet spreads ever seen total six different stations dishes around
95,jEs_IlrklwrHEHnEbuP1Uw,za-za-bazaar-bristol,Za Za Bazaar,FALSE,25,3.6,1441.016953,"['Diners', 'Indian', 'Mexican']",51.4503211,-2.59849452,BS1 5TX,worst meal ever eaten food cooked burned areas black garlic bread burnes cooked junk chicken went
95,jEs_IlrklwrHEHnEbuP1Uw,za-za-bazaar-bristol,Za Za Bazaar,FALSE,25,3.6,1441.016953,"['Diners', 'Indian', 'Mexican']",51.4503211,-2.59849452,BS1 5TX,visited za za february really good lots options things kids bristol need take visit
96,JQVzGmfbWQsezteSvc0Yrw,the-square-bristol,The Square,FALSE,6,4.5,1495.388867,"['Venues & Event Spaces', 'British']",51.4553796,-2.6067105,BS8 1HB,private members club self-proclaimed 'art hotel formal restaurant square put lot plate going long
96,JQVzGmfbWQsezteSvc0Yrw,the-square-bristol,The Square,FALSE,6,4.5,1495.388867,"['Venues & Event Spaces', 'British']",51.4553796,-2.6067105,BS8 1HB,club private members club run public club nights anything however one friends hired place 21st birthday
96,JQVzGmfbWQsezteSvc0Yrw,the-square-bristol,The Square,FALSE,6,4.5,1495.388867,"['Venues & Event Spaces', 'British']",51.4553796,-2.6067105,BS8 1HB,square club private members club somewhere drop quick pint lovely venue also home square
97,r4VrH2bsj787INbYB9CwDQ,tinto-lounge-horfield,Tinto Lounge,FALSE,27,4,2421.497482,"['Bars', 'British', 'Cafes']",51.4830831,-2.5873869,BS7 8TP,tinto full yummy mummys toys babies daytime likely bump younger brother mum dad date
97,r4VrH2bsj787INbYB9CwDQ,tinto-lounge-horfield,Tinto Lounge,FALSE,27,4,2421.497482,"['Bars', 'British', 'Cafes']",51.4830831,-2.5873869,BS7 8TP,served rude young man ordering coffee recommend unless adventurous refreshments also
97,r4VrH2bsj787INbYB9CwDQ,tinto-lounge-horfield,Tinto Lounge,FALSE,27,4,2421.497482,"['Bars', 'British', 'Cafes']",51.4830831,-2.5873869,BS7 8TP,another one lounge local/soon-to-be national chains tinto lounge far end gloucester road horfield good others
98,JMd-GGF-zcK0d3R3vFCNdA,el-puerto-bristol,El Puerto,FALSE,30,3.4,1443.806248,"['Spanish', 'Basque', 'Tapas/Small Plates']",51.44963088,-2.596629321,BS1 4QH,review started 4 stars sadly service went hill meal progressed although still think great place rating
98,JMd-GGF-zcK0d3R3vFCNdA,el-puerto-bristol,El Puerto,FALSE,30,3.4,1443.806248,"['Spanish', 'Basque', 'Tapas/Small Plates']",51.44963088,-2.596629321,BS1 4QH,bringing mediterranean warmth bristol city centre pub found stretch waterfront containing mud dock severn shed
98,JMd-GGF-zcK0d3R3vFCNdA,el-puerto-bristol,El Puerto,FALSE,30,3.4,1443.806248,"['Spanish', 'Basque', 'Tapas/Small Plates']",51.44963088,-2.596629321,BS1 4QH,travel bristol twice year us always stop el puerto dinner often recommend el puerto friends last time 9 may 18
99,_EK-lCzRLVzazn_5lCOECA,raj-restaurant-bristol-2,Raj Restaurant,FALSE,17,3.6,1142.726328,"['Indian', 'Pakistani']",51.451951,-2.59489,BS1 4DZ,great food took biryani saag paneer recommendation chef enjoyed
99,_EK-lCzRLVzazn_5lCOECA,raj-restaurant-bristol-2,Raj Restaurant,FALSE,17,3.6,1142.726328,"['Indian', 'Pakistani']",51.451951,-2.59489,BS1 4DZ,like friday saturday night curry experience i.e somewhere lively big group beers thrown excellent choice
99,_EK-lCzRLVzazn_5lCOECA,raj-restaurant-bristol-2,Raj Restaurant,FALSE,17,3.6,1142.726328,"['Indian', 'Pakistani']",51.451951,-2.59489,BS1 4DZ,amongst bars king street raj tandoori grade ii listed building grander bit expensive typical indian take away
100,JOruNugmTUQyY86pStN8Zg,carbbean-croft-bristol,Carbbean Croft,FALSE,3,4.7,208.5566079,"['Caribbean', 'Cocktail Bars']",51.46131979,-2.590287585,,today lunch fabulous caribbean croft located gloucester road first time 'd wo last food
100,JOruNugmTUQyY86pStN8Zg,carbbean-croft-bristol,Carbbean Croft,FALSE,3,4.7,208.5566079,"['Caribbean', 'Cocktail Bars']",51.46131979,-2.590287585,,probably best meal since coming bristol america know true 4 stars comparative 4 stars food got
100,JOruNugmTUQyY86pStN8Zg,carbbean-croft-bristol,Carbbean Croft,FALSE,3,4.7,208.5566079,"['Caribbean', 'Cocktail Bars']",51.46131979,-2.590287585,,love caribbean food go visit restaurant service excellent nice cocktails absolutely amazing food usually order
101,v8MSw88t1624v3JmSOxwag,watersky-bristol,Watersky,FALSE,17,3.7,1814.806527,['Chinese'],51.47366,-2.568752,BS5 6XY,family number times great place eat hang staff friendly helpful family
101,v8MSw88t1624v3JmSOxwag,watersky-bristol,Watersky,FALSE,17,3.7,1814.806527,['Chinese'],51.47366,-2.568752,BS5 6XY,preferred dynasty town dim sum redeveloped recently alternative daytime dim sum place watersky variable
101,v8MSw88t1624v3JmSOxwag,watersky-bristol,Watersky,FALSE,17,3.7,1814.806527,['Chinese'],51.47366,-2.568752,BS5 6XY,said name hughass nice food good ran rice half way meal unacceptable family
102,_A-KuqkbY0ABShinBlnTdw,pizza-express-bristol-3,Pizza Express,FALSE,27,3.7,2262.733766,['Pizza'],51.4537961,-2.617678212,BS8 4HG,eating chain restaurants never ideal said clifton village boasts one better pizza expresses pretty big
102,_A-KuqkbY0ABShinBlnTdw,pizza-express-bristol-3,Pizza Express,FALSE,27,3.7,2262.733766,['Pizza'],51.4537961,-2.617678212,BS8 4HG,clifton village noticed hold host many chain restaurants pizza express one branch definitely atmospheric
102,_A-KuqkbY0ABShinBlnTdw,pizza-express-bristol-3,Pizza Express,FALSE,27,3.7,2262.733766,['Pizza'],51.4537961,-2.617678212,BS8 4HG,nice pizza usual place super busy went regent street clifton one much better pizza time thin
103,KX_F2n0SDufW7I8oQ3CSbg,horts-bristol,Horts,FALSE,12,3.7,784.8246851,"['Pubs', 'British']",51.455525,-2.593886,BS1 2EP,kind weird atmosphere blend rambunctious blokes playing pool cheering football bar customers assortment random diners like
103,KX_F2n0SDufW7I8oQ3CSbg,horts-bristol,Horts,FALSE,12,3.7,784.8246851,"['Pubs', 'British']",51.455525,-2.593886,BS1 2EP,love pub something really cosy run brewery feel like classic pub drink work pub
103,KX_F2n0SDufW7I8oQ3CSbg,horts-bristol,Horts,FALSE,12,3.7,784.8246851,"['Pubs', 'British']",51.455525,-2.593886,BS1 2EP,average place think lacks character location slightly side road would really walk unless
104,tn0_hd7vqj0a3peV7X1JAA,mission-burrito-bristol,Mission Burrito,FALSE,16,3.8,1298.231147,['Mexican'],51.454786,-2.6029,BS1 5JN,'re looking decent british take traditional cali-mex dining good place start 'll find ordered nearly identical
104,tn0_hd7vqj0a3peV7X1JAA,mission-burrito-bristol,Mission Burrito,FALSE,16,3.8,1298.231147,['Mexican'],51.454786,-2.6029,BS1 5JN,even start colleague popped quick lunch break man disappointed disgusted distraught 3 d.
104,tn0_hd7vqj0a3peV7X1JAA,mission-burrito-bristol,Mission Burrito,FALSE,16,3.8,1298.231147,['Mexican'],51.454786,-2.6029,BS1 5JN,coming america searched place great mexican food place top great food excellent service even
105,#NAME?,aqua-italia-bristol,Aqua Italia,FALSE,14,3.9,1032.245998,['Italian'],51.45261229,-2.592798915,BS1 4RR,really nice restaurant accommodating servers appreciate recommendations care customer interior aesthetically pleasing
105,#NAME?,aqua-italia-bristol,Aqua Italia,FALSE,14,3.9,1032.245998,['Italian'],51.45261229,-2.592798915,BS1 4RR,visiting us restaurant amazing twice three days chicken worth returning staff attentive
105,#NAME?,aqua-italia-bristol,Aqua Italia,FALSE,14,3.9,1032.245998,['Italian'],51.45261229,-2.592798915,BS1 4RR,visited bristol see daughter university wanted find somewhere good brunch visited aqua made great choice excellent
106,B9YFBXnpGCDgz9ozAd-q3w,cathay-rendezvous-bristol,Cathay Rendezvous,FALSE,5,4,1200.38637,['Chinese'],51.4517213,-2.5954676,,really enjoyed meal opted set meal 2. food nice extremely plentiful set meal
106,B9YFBXnpGCDgz9ozAd-q3w,cathay-rendezvous-bristol,Cathay Rendezvous,FALSE,5,4,1200.38637,['Chinese'],51.4517213,-2.5954676,,times past either 'm remembering past experiences incorrectly standard food place dropped last
106,B9YFBXnpGCDgz9ozAd-q3w,cathay-rendezvous-bristol,Cathay Rendezvous,FALSE,5,4,1200.38637,['Chinese'],51.4517213,-2.5954676,,restaurant tucked away busy city center streets kings street went based recommendation hotel staff service
107,sXHQ8nBMPYPzC16DvkuZtw,kathmandu-bristol,Kathmandu,FALSE,7,4.3,1004.867748,['Himalayan/Nepalese'],51.45484869,-2.597541753,BS1 4XE,search nepalese/indian restaurant embodies eastern ambience look kathmandu opposite colston hall offers diners
107,sXHQ8nBMPYPzC16DvkuZtw,kathmandu-bristol,Kathmandu,FALSE,7,4.3,1004.867748,['Himalayan/Nepalese'],51.45484869,-2.597541753,BS1 4XE,really like restaurant food good service impeccable first walked thought room much bigger actually
107,sXHQ8nBMPYPzC16DvkuZtw,kathmandu-bristol,Kathmandu,FALSE,7,4.3,1004.867748,['Himalayan/Nepalese'],51.45484869,-2.597541753,BS1 4XE,wife dined kathmandu twice gotten take-out number occasions cuisine sort nepalese/indian get
108,BacFLjeUiTd4kFrriDyAEw,clifton-village-fish-bar-bristol,Clifton Village Fish Bar,FALSE,19,3.9,2321.136195,['Fish & Chips'],51.454961,-2.619304,BS8 4BP,calling americans fish chips place want eat 're clifton/bristol area go anywhere else
108,BacFLjeUiTd4kFrriDyAEw,clifton-village-fish-bar-bristol,Clifton Village Fish Bar,FALSE,19,3.9,2321.136195,['Fish & Chips'],51.454961,-2.619304,BS8 4BP,usual fish chip shop open looked around saw place great reviews award winning ordered 3 portions main fish
